5.015162946871996041e-01,7.982951789667751541e-01,6.499639307777651531e-01,7.019668772577033478e-01,7.957926694361010522e-01
8.483771408519191759e-02,9.866395785011754516e-01,3.742707957561203225e-01,3.706421470668909146e-01,8.127995672575025754e-01
4.174110031487789918e-01,2.221078104707302492e-01,1.198653673336828041e-01,3.376151714036279561e-01,9.429097039125191593e-01
5.487337893665861221e-01,6.918951976926932534e-01,6.519612595026005319e-01,2.242693094605597848e-01,7.121792213475358624e-01
6.158500980522164658e-01,6.350936508676437997e-01,4.530400977204451785e-02,3.746126146264712187e-01,6.258599157142363811e-01
7.290071680409873078e-01,7.712703466859457402e-01,7.404465173409036094e-02,3.584657285442726105e-01,1.158690595251297140e-01
6.420316461542877606e-01,8.413996499504883264e-02,1.616287140946137679e-01,8.985541885270792450e-01,6.064290596595899308e-01
6.293986381352625337e-01,6.957486889846171696e-01,4.545410647677732285e-01,6.275580800840634410e-01,5.843143119231002380e-01
6.625222843539819717e-01,3.117110760894109545e-01,5.200680211778108131e-01,5.467102793432796481e-01,1.848544555255270394e-01
3.881699262065219092e-01,6.432882184423531768e-01,4.582528904915166290e-01,5.456167893159349358e-01,9.414648087765251638e-01
9.218742350231168281e-01,8.849250205191949714e-02,1.959828624191451985e-01,4.522728891053806599e-02,3.253303307632643415e-01
7.224521152615053232e-01,2.807723624408557939e-01,2.431596643145383929e-02,6.454722959071678146e-01,1.771106794070489432e-01
5.495288823237355347e-01,4.415305013733770156e-01,8.877041827582997646e-01,3.509150125520786867e-01,1.170670164276058633e-01
9.624472949421112311e-01,2.517822958253641552e-01,4.972485058923854506e-01,3.008783098167696624e-01,2.848404943774676124e-01
3.748705795237040617e-01,2.857120862818607332e-01,8.685991281894602789e-01,2.235958385194526388e-01,9.632225394406113139e-01
7.851759613930135995e-01,1.996737821583597361e-01,5.142344384136116053e-01,5.924145688620424677e-01,4.645041271999772459e-02
3.559726786512615870e-01,7.578461104643691160e-01,1.439348862975586840e-02,1.160726405069162359e-01,4.600264202175274875e-02
7.378969166957685122e-01,5.543540525114006856e-01,6.117207462343522417e-01,4.196000624277899105e-01,2.477309895011574614e-01
1.743664290049914412e-01,6.909377381024659481e-01,3.867353463005374081e-01,9.367299887367345201e-01,1.375209441459932513e-01
8.631034258755935218e-01,6.232981268275579190e-01,3.308980248526491863e-01,6.355835028602363490e-02,3.109823217156622022e-01
9.283185625877253822e-01,4.281841483173143281e-01,9.666548190436695664e-01,9.636199770892528438e-01,8.530094554673600671e-01
6.775643618422824144e-01,1.658782892785615193e-02,5.120930582992809788e-01,2.264957751979379541e-01,6.451727904094498589e-01
8.083973481164611341e-01,3.046137691733706854e-01,9.767211400638386998e-02,6.842330265121568944e-01,4.401524937396013026e-01
9.929647961193003303e-01,7.379656473539886186e-02,5.538542844013207844e-01,9.693025356190989594e-01,5.230978441701488180e-01
3.232029320207552292e-01,5.187906217433660983e-01,7.030189588951778479e-01,3.636296023792939813e-01,9.717820827209606716e-01
4.937955963643907431e-01,5.227328293819940574e-01,4.275410183585496293e-01,2.541912674409518846e-02,1.078914269933044512e-01
8.955232284962004741e-01,3.892016787341631145e-01,1.083765148029836034e-02,9.053819764192636566e-01,9.128667678613355818e-02
4.271077886262563128e-01,8.180147659224931145e-01,8.607305832563434400e-01,6.952130531190703344e-03,5.107473025775657316e-01
4.389714207056361062e-01,7.845638134226595728e-02,2.535074341545751064e-02,9.626484146779250572e-01,8.359801205122058265e-01
5.426960831582484657e-01,1.409242249747626463e-01,8.021969807540396680e-01,7.455064367977082274e-02,9.868869366005172949e-01
8.074401551640625341e-01,8.960912999234932341e-01,3.180034749718638754e-01,1.100519245276767588e-01,2.279351625419416827e-01
1.834045098534338170e-01,3.042422429595377231e-01,5.247564316322378408e-01,4.319450186421157634e-01,2.912291401980419137e-01
3.251833220267470459e-01,7.296061783380640708e-01,6.375574713552131234e-01,8.872127425763265407e-01,4.722149251619492949e-01
9.310276780589921142e-02,8.972157579533267535e-01,9.004180571633304542e-01,6.331014572732679424e-01,3.390297910487006794e-01
1.220382348447788257e-01,4.951769101112701854e-01,3.438852111521839561e-02,9.093204020787820641e-01,2.587799816000169173e-01
9.905051420006732998e-01,4.126176769114264786e-01,3.720180857927831708e-01,7.764129607419968382e-01,3.408035402530178448e-01
6.075448519014383653e-01,1.705241236872915289e-01,6.505159298527951606e-02,9.488855372533332444e-01,9.656320330745593594e-01
5.492266647061204710e-01,7.145959227000623359e-01,6.601973767177312657e-01,2.799338969459428395e-01,9.548652806631940937e-01
3.410663510502585094e-01,1.134735212405890703e-01,9.246936182785627789e-01,8.773393533809810130e-01,2.579416277151556081e-01
9.472485773838587031e-01,9.860010638228708935e-01,7.533781852589416239e-01,3.762595855309157633e-01,8.350071669866876434e-02
8.900053418175662978e-01,3.379951568515358051e-01,3.755829526399440121e-01,9.398193984086899988e-02,5.782801409961739747e-01
3.533522280260528170e-01,5.836561118508720725e-01,7.773463696498483788e-02,9.743948076661664848e-01,9.862107444796028854e-01
8.093611554785136164e-01,8.101133946791807539e-01,8.670723185801036959e-01,9.132405525564712967e-01,5.113423988609377968e-01
2.372490874968000707e-01,3.253996981592677251e-01,7.464914051180241428e-01,6.496328990472146625e-01,8.492234104941779327e-01
2.944488920695856882e-01,3.850977286019252599e-01,8.511366715168569019e-01,3.169220051562776641e-01,1.694927466860924881e-01
4.072880231897013648e-02,8.554605840110072190e-01,7.036578593800236758e-01,4.741738290873251938e-01,9.783416065100147829e-02
7.948113035416484173e-01,5.026370931051921120e-01,5.769038846263591092e-01,4.925176938188638998e-01,1.952429877980444983e-01
4.916158751168323571e-01,4.734717707805656817e-01,1.732018699100151826e-01,4.338516492379730360e-01,3.985047343973734391e-01
9.758520794625346051e-01,5.163003483011953110e-01,3.229564729412459645e-01,7.951861947687036691e-01,2.708322512620742195e-01
9.011580104909889810e-01,4.544638034145787042e-02,2.809631895922303224e-01,9.504114840765587324e-01,8.902637838909163159e-01
9.307573256035647224e-01,8.584127518430118009e-01,4.289940273750183497e-01,7.508710677914973708e-01,7.545428740846823468e-01
9.197051616629647874e-03,1.014715428660321050e-01,6.635017691080558055e-01,5.061583846218686844e-03,1.608080514174986542e-01
3.050024993904942860e-02,3.734818874921441711e-02,8.226005606596582531e-01,3.601906414112628907e-01,1.270605126518847827e-01
9.404585843529142952e-01,9.539285770025873745e-01,9.148643902204485201e-01,3.701587002554443950e-01,1.545661652886742843e-02
4.556567527857129374e-01,6.201325978015367335e-01,2.773811829811326790e-01,1.881211597237613109e-01,4.636984049399821561e-01
3.594227379674208578e-02,4.655980181324601563e-01,5.426446347075766230e-01,2.865412521282844072e-01,5.908332605690107542e-01
3.189756302937613031e-01,8.448753109694545627e-01,2.327193573582586605e-02,8.144684825889357827e-01,2.818547747733999298e-01
3.677831327192532251e-01,6.323058305935794765e-01,6.335297107608947043e-01,5.357746840747584782e-01,9.028977005440830261e-02
1.215447468981634138e-02,9.698788267076390301e-01,4.315991195057611307e-02,8.911431136980710876e-01,5.277011090862998577e-01
5.222432600548043702e-01,7.699935530986108390e-01,2.158210274968431763e-01,6.228904758190002555e-01,8.534746499376799633e-02
6.959742060936979779e-01,4.089529444142698811e-01,1.732943200708457754e-01,1.564370426710860462e-01,2.502428981645953288e-01
7.915790437258485301e-01,7.896181427945538900e-01,9.120610304869036788e-02,4.944203047025814701e-01,5.755876001664428365e-02
6.599840460341790394e-01,8.172222002012158315e-01,5.552008115994623294e-01,5.296505783560064851e-01,2.418522909004516830e-01
3.688694735453279527e-02,6.095643339798968441e-01,5.026790232288614879e-01,5.147875124998935181e-02,2.786464642366114353e-01
1.559945203362026467e-01,5.808361216819946105e-02,8.661761457749351800e-01,6.011150117432088047e-01,7.080725777960454881e-01
6.150072266991697401e-01,9.900538501042632777e-01,1.400840152365240288e-01,5.183296523637367370e-01,8.773730719279554391e-01
2.492922291488749442e-01,4.103829230356297320e-01,7.555511385430486726e-01,2.287981654916224628e-01,7.697990982879299171e-02
2.058449429580244683e-02,9.699098521619943236e-01,8.324426408004217404e-01,2.123391106782761550e-01,1.818249672071006184e-01
8.714605901877177097e-01,8.036720768991144626e-01,1.865700588860358389e-01,8.925589984899777729e-01,5.393422419156507219e-01
