-7.327751729643509071e-01,-1.918112728154708346e+00,-7.476583531897491586e-01,-7.111131148473954777e-01,-7.365022442449437046e-01,-8.153324970182163067e-01,-9.185485579479953921e-01,-1.012768484283280701e+00,1.001789008980171480e-01,-2.340398512980981782e-01,-1.131091154440672764e+00,-1.547178740593238677e+00,-9.774588103354741042e-01,-8.397502810232294612e-01,-9.428936692245706297e-01,-6.404106763730171847e-01,-6.631283627298762973e-01,-1.081744843583159144e+00,-4.138149571355027173e-02,-6.378575958570457116e-01,-8.106503437402911016e-01,-2.048347460831533073e+00,-7.705139218941586821e-01,-7.293937611916351260e-01,-1.017938830169362596e+00,-5.748983681979019655e-01,-8.829469662629116922e-01,-9.956206136328463741e-01,7.080497516509953737e-01,-5.197765182065506862e-01
8.482089753028224655e-01,-5.818560920962057015e-02,9.029453593395309063e-01,7.185620735731766962e-01,1.373410739909110667e+00,1.014282551614668071e+00,1.259780330414384419e+00,1.577077171778096032e+00,1.163696477169865906e+00,7.398426186521607495e-02,-4.165591059131404372e-01,-9.584327617101219277e-01,-3.639767749052525980e-01,-1.819530464900313282e-01,-4.782941525377022440e-01,-2.827753999743037316e-01,-4.893468283342918695e-02,3.637482856813331611e-01,-1.019780754802519063e+00,-5.057556342418374484e-01,6.861342567306703000e-01,-1.465589918905045586e-01,7.790709750459130500e-01,5.477194994223018032e-01,1.679307581093446800e+00,8.281531135894043549e-01,1.007712221961362564e+00,2.067333774970794735e+00,2.761088145047643772e-01,3.353731301811897492e-01
8.740326728244277588e-01,-6.544301880101990321e-01,1.011127100014502345e+00,7.706412068002691518e-01,1.710936812738589996e+00,2.335222962072621478e+00,1.651641219935389815e+00,2.381770805733606000e+00,4.407781969891710006e+00,1.563451973517152149e+00,2.837663660331558813e+00,-4.099460749840065366e-01,2.640677591738174623e+00,2.135598917249947437e+00,3.456440528366662157e-01,6.760940312084744441e-01,1.537013411869872781e-01,1.960046704895255454e+00,2.744526510800814889e-01,1.251475667660465030e+00,1.235299365317257703e+00,-6.987421663168100761e-01,1.339376208490859810e+00,1.029381738588955653e+00,9.818199657423434257e-01,8.372717324051794918e-01,4.814751342603686979e-01,2.077684091514470754e+00,1.747167450977870962e+00,1.139014072028058600e+00
-6.180031839794380977e-01,-2.450682383859212610e-01,-6.652737968295787674e-01,-6.272568833800435950e-01,-9.885217119576215072e-01,-1.043870198713924724e+00,-8.442301133836668248e-01,-8.941861394466857904e-01,2.250886833460530867e-01,-2.203498907130616025e-01,-7.141723331686881115e-01,-1.043568237326532477e+00,-7.352331118338666371e-01,-6.053687981126338880e-01,7.539760101383594093e-02,-9.091725158223497028e-01,-5.709394478136454731e-01,-5.565264199661796862e-01,-8.257725399098084229e-02,-4.028949922549954210e-01,-6.537460270012662722e-01,-7.098174735402603686e-01,-6.981782197986206029e-01,-6.242072280795055716e-01,-7.883859441044428484e-01,-1.021953853339316654e+00,-8.432420392166306566e-01,-7.618513214106712450e-01,-2.219298461193592309e-01,-5.334420934112723556e-01
-6.839970776457625634e-01,-4.786715248562965486e-01,-7.081304094815863426e-01,-6.781590870426817963e-01,1.463159506890487072e-01,-7.830595210808912743e-01,-6.185722907974325890e-01,-4.051601046634339398e-01,-1.031146842988478030e+00,-2.408848315906164661e-01,-6.369490759507763222e-01,-7.986883226467922370e-01,-6.050294676029782659e-01,-5.939882231207099794e-01,-2.524362951847598097e-02,-8.918261341527116137e-01,-3.712965703814182783e-01,5.016152810623878550e-02,-1.958655892539137855e-01,-7.345259583931748049e-01,-6.723268013519402286e-01,-7.003243530630168800e-01,-6.759438851381068813e-01,-6.343008852973361922e-01,1.805721388262305702e-03,-9.311324099341938831e-01,-5.719024524509764840e-01,-6.778866632471959586e-02,-5.493441507889227360e-01,-6.969033968215897490e-01
-3.769820071111213977e-01,-6.344070491698811098e-01,-4.297704690525245286e-01,-4.363000615473719979e-01,1.890692532474494703e-01,-9.532431790759714474e-01,-6.377353938586478588e-01,-5.021890798188411997e-01,-7.670518743840598619e-01,-8.459810894492154620e-01,-6.729576734175554131e-01,-5.997926453390391988e-01,-7.639717540289725495e-01,-5.802731712073658787e-01,3.235359792443225357e-01,-1.057366295024690928e+00,-4.889272312972582912e-01,-4.522076091547664878e-01,2.126590136639362749e-01,-6.536823100088675620e-01,-5.794229295985700023e-01,-9.582207926947867715e-01,-6.388866607039173084e-01,-5.751555956349603260e-01,-1.173852002223695484e-01,-1.134112864773353824e+00,-7.896245780062375319e-01,-8.230660506832712109e-01,-8.398667028196612483e-01,-1.057989941654028598e+00
1.567077416687231717e-01,-5.543144938086087548e-01,1.044808964346430197e-01,4.476989792322599165e-02,-7.034996949016171230e-01,-6.785476164466469617e-01,-4.486840117355044288e-01,-5.210773869824270044e-01,-1.413013892186759657e+00,-1.253941914883293096e+00,-7.441071913037212715e-01,-3.545433793551059365e-01,-7.639717540289725495e-01,-5.321245847030726672e-01,-1.137246734088608768e+00,-6.120354224072510618e-01,-4.245745796511881109e-01,-8.489972853226495086e-01,-9.316676051535708325e-01,-8.900209757110761899e-01,3.993621542389683143e-02,-5.953872084910963314e-02,-3.618796250625789385e-02,-8.623300653969134810e-02,-7.972149012607862018e-01,-3.049872512509506084e-01,-1.581400727650450477e-01,-5.353272507690696180e-01,-7.291914449031895451e-01,-9.602285190356389943e-01
-3.626355084880070745e-01,6.648721822463049547e-01,-2.679139416580476052e-01,-4.342404348095774136e-01,9.758800319099463216e-01,1.440210780554945780e+00,9.956734613014811552e-01,5.320104233709247454e-01,1.135145669753171216e+00,1.345781600215075979e+00,-3.723075764961348288e-01,-2.381977185344148484e-01,-3.029804731033949872e-01,-3.818426328866424413e-01,4.941277979840491942e-04,7.076815780760254970e-01,4.383495817237909042e-01,5.449667636769905954e-01,-4.441844655373130557e-01,6.229593034131065687e-01,-2.201946254855395579e-01,6.856712366144708248e-01,-5.694000818940414543e-02,-3.075851385096610158e-01,2.005978995878140214e+00,1.684695374351238950e+00,1.578668169475573757e+00,1.230436751582109522e+00,7.341814097701621078e-01,2.106116317285245287e+00
1.637266399574097475e+00,4.935631055013626756e-01,1.581161656648006675e+00,1.704240583803454001e+00,-1.469567037027873779e-01,5.151772260723160857e-01,4.760585513723734064e-01,1.005511822129311339e+00,1.031648992867656212e+00,-9.445488056614758099e-01,2.444172119339165672e+00,-2.212720558170268303e-02,2.177926802106774140e+00,2.514951416980742316e+00,-5.857072553081511812e-02,3.388032765210651220e-01,6.809734876477287202e-02,8.806149011819910388e-01,-1.958655892539137855e-01,8.216689805084760601e-02,1.953755973543319202e+00,4.467610379371872442e-01,1.870035662388454867e+00,1.999789485145302859e+00,1.342400787334085410e-01,4.032254767742712298e-01,3.748725997561332401e-01,9.982939376739408122e-01,2.161597164666751447e-01,-8.825970116516483610e-02
5.784948011882771191e-01,-2.873393092710364027e-01,5.575959564155822390e-01,4.772915128600939139e-01,1.065628798891331136e-01,1.980764741299948783e-01,7.400190829956725114e-02,2.944834921904880276e-01,2.001067268564457047e-01,-3.142843463956245670e-02,1.357840456004046459e+00,2.474992464789469437e-01,1.031900131714180935e+00,1.046565433407388612e+00,-6.978974795081058224e-02,-3.202521504951269526e-01,-4.534290692760205299e-02,2.179689676778811050e-02,-2.210407748678991091e-01,-1.280265877483510728e-01,7.542637626831421027e-01,-8.643589553463193464e-02,6.456649670828304988e-01,6.256354498757310534e-01,-3.792458581528205391e-02,-2.040745363563696291e-01,6.732491192777057508e-03,1.052094816195845439e-01,-2.111697515997025820e-01,-1.392428086597012615e-01
